כמות,מחיר_יחידה,הנחה_אחוז,month,day_of_week_num,is_holiday,is_weekend,קטגוריה_enc,רשת_enc,אזור_enc,עונה_enc,is_high_profit
5,41.65,0.15,5,1,0,0,3,2,4,0,1
2,149.0,0.0,6,2,0,0,1,1,0,3,1
5,3599.1,0.1,5,3,0,0,0,0,2,0,0
7,9.9,0.0,2,6,0,0,4,5,2,1,0
1,69.0,0.0,5,1,0,0,1,0,2,0,1
4,5.87,0.15,4,3,0,0,4,2,4,0,0
1,39.0,0.0,5,6,0,0,1,2,2,0,1
5,699.0,0.0,9,3,0,0,0,2,2,2,0
7,49.0,0.0,6,1,0,0,0,5,3,3,0
4,49.0,0.0,5,6,0,0,2,2,0,0,1
4,33.15,0.15,5,3,0,0,3,2,2,0,1
8,299.0,0.0,9,1,0,0,0,3,2,2,0
2,79.0,0.0,3,0,0,0,1,4,0,0,1
7,12.9,0.0,4,0,0,0,4,5,1,0,0
2,99.0,0.0,5,6,0,0,1,1,2,0,1
3,49.0,0.0,11,0,0,0,2,3,1,1,1
6,2374.05,0.05,8,6,0,0,0,4,0,3,0
2,10.12,0.15,8,3,0,0,4,1,2,3,0
8,41.8,0.05,12,4,0,1,3,2,0,1,1
4,80.1,0.1,5,4,0,1,2,1,3,0,1
2,6.75,0.1,9,1,0,0,4,1,3,2,0
8,2799.0,0.0,4,0,0,0,0,0,3,0,0
6,5.9,0.0,3,0,0,0,4,3,2,0,0
8,10.32,0.2,10,2,0,0,4,2,1,2,0
7,11.92,0.2,4,0,0,0,3,5,2,0,1
2,8.9,0.0,10,6,0,0,4,1,0,2,0
4,13.41,0.1,9,3,0,0,3,3,0,2,1
6,59.0,0.0,10,6,0,0,2,1,2,2,1
8,89.0,0.0,9,1,0,0,0,4,3,2,0
6,103.2,0.2,10,1,0,0,2,5,2,2,0
2,11.92,0.2,5,5,0,1,4,4,2,0,0
1,25.41,0.15,12,4,0,1,3,0,2,1,1
6,79.0,0.0,12,0,0,0,1,1,1,1,1
7,27.55,0.05,8,2,0,0,2,5,4,3,1
3,71.2,0.2,8,4,0,1,3,2,0,3,1
1,7.9,0.0,8,4,0,1,4,5,0,3,0
2,319.2,0.2,2,0,0,0,1,2,0,1,1
6,12.66,0.15,12,3,0,0,4,0,2,1,0
5,4.05,0.1,2,1,0,0,4,3,4,1,0
7,79.0,0.0,6,4,0,1,1,0,3,3,1
7,14.15,0.05,8,1,0,0,4,0,2,3,0
4,12.9,0.0,2,2,0,0,2,2,2,1,1
5,14.9,0.0,11,4,0,1,4,0,1,1,0
7,719.2,0.2,3,1,0,0,0,4,3,0,0
1,18.9,0.0,9,6,0,0,3,3,0,2,1
3,718.2,0.0,4,2,1,0,2,5,3,0,0
1,899.0,0.0,4,6,0,0,0,2,4,0,0
7,3199.2,0.2,12,0,0,0,0,5,2,1,0
6,2379.15,0.15,8,0,0,0,0,4,2,3,0
3,6.55,0.05,2,4,0,1,4,3,4,1,0
4,149.0,0.0,1,1,0,0,2,5,3,1,0
3,129.0,0.0,5,3,0,0,1,0,4,0,1
6,89.0,0.0,2,1,0,0,2,1,0,1,1
3,12.9,0.0,2,6,0,0,4,3,2,1,0
1,3.82,0.15,11,1,0,0,4,5,2,1,0
4,10.74,0.15,10,6,1,0,4,0,2,2,0
6,3199.2,0.2,4,2,0,0,0,2,0,0,0
7,63.2,0.2,9,2,0,0,1,5,2,2,1
3,49.0,0.0,5,1,0,0,0,3,0,0,0
6,58.65,0.15,5,6,0,0,2,5,2,0,0
6,5.9,0.0,10,1,0,0,4,1,1,2,0
3,41.65,0.15,3,0,0,0,3,3,3,0,1
5,24.9,0.0,1,4,0,1,4,2,2,1,0
4,21.16,0.15,4,0,0,0,3,3,4,0,1
1,149.0,0.0,11,1,0,0,0,1,4,1,0
2,179.1,0.1,2,6,0,0,1,0,4,1,1
3,119.0,0.0,7,4,0,1,1,4,0,3,1
8,39.0,0.0,1,4,0,1,2,1,2,1,0
4,49.0,0.0,8,1,0,0,3,3,0,3,1
1,12.25,0.05,9,1,0,0,4,3,1,2,0
4,1839.2,0.2,7,3,0,0,0,3,1,3,0
2,399.0,0.0,12,4,0,1,1,1,4,1,1
6,7.9,0.0,9,1,0,0,4,3,2,2,0
2,31.2,0.2,12,2,0,0,3,4,0,1,1
7,89.0,0.0,6,4,0,1,2,5,3,3,0
2,75.65,0.15,1,1,0,0,2,5,0,1,1
1,4674.15,0.15,3,0,0,0,0,5,0,0,0
5,29.9,0.0,4,2,0,0,3,1,0,0,1
4,28.4,0.05,11,6,0,0,3,2,3,1,1
7,12.66,0.15,7,1,0,0,3,0,0,3,1
6,11.92,0.2,6,3,0,0,3,3,1,3,1
4,12.66,0.15,7,1,0,0,4,2,0,3,0
2,80.1,0.1,8,4,0,1,1,1,3,3,1
4,89.1,0.1,4,4,0,1,1,4,2,0,1
5,10.12,0.15,9,3,0,0,4,0,3,2,0
7,199.0,0.0,3,4,0,1,1,1,0,0,1
4,44.1,0.1,1,6,0,0,0,5,2,1,0
3,89.1,0.1,6,6,0,0,1,5,2,3,1
6,49.0,0.0,11,0,0,0,1,0,2,1,1
8,31.2,0.2,12,4,0,1,2,4,0,1,1
5,49.0,0.0,7,3,0,0,3,4,2,3,1
8,2249.1,0.1,4,5,0,1,0,0,4,0,0
6,69.0,0.0,3,6,0,0,3,0,3,0,1
5,59.0,0.0,2,4,0,1,2,0,2,1,0
7,23.2,0.2,5,1,0,0,2,2,0,0,0
8,52.9,0.0,12,1,0,0,4,0,2,1,0
4,1499.0,0.0,8,2,0,0,0,3,2,3,0
8,26.91,0.1,7,2,0,0,3,5,2,3,1
2,12.9,0.0,3,0,0,0,2,4,4,0,0
6,14.9,0.0,9,0,0,0,4,3,2,2,0
1,26.1,0.1,11,3,0,0,2,1,0,1,1
1,4.27,0.05,11,2,0,0,4,2,1,1,0
5,9.9,0.0,9,3,0,0,4,4,2,2,0
1,69.0,0.0,1,2,0,0,1,2,2,1,1
8,149.0,0.0,4,2,0,0,1,5,2,0,1
4,89.0,0.0,8,2,0,0,2,3,3,3,1
1,13.41,0.1,2,1,0,0,3,2,2,1,1
5,99.0,0.0,8,3,0,0,1,0,2,3,1
7,6.55,0.05,3,2,0,0,4,5,4,0,0
6,149.0,0.0,12,6,0,0,2,1,3,1,0
8,24.9,0.0,7,0,0,0,4,3,2,3,0
7,14.9,0.0,5,2,0,0,3,0,1,0,1
2,89.0,0.0,7,0,0,0,2,2,2,3,0
6,49.0,0.0,10,0,0,0,0,3,2,2,0
7,2799.0,0.0,6,3,0,0,0,0,4,3,0
5,89.0,0.0,2,2,0,0,3,3,4,1,1
1,37.05,0.05,5,1,0,0,2,1,0,0,1
8,69.0,0.0,5,3,0,0,1,2,3,0,1
3,37.05,0.05,6,5,0,1,2,5,2,3,1
8,80.1,0.1,8,3,0,0,2,2,2,3,1
3,149.0,0.0,10,3,0,0,2,0,2,2,1
3,149.0,0.0,3,6,0,0,2,5,4,0,1
8,14.9,0.0,5,6,0,0,3,0,4,0,1
6,49.0,0.0,8,2,0,0,3,0,2,3,0
3,265.05,0.05,11,4,0,1,1,0,4,1,1
4,5499.0,0.0,10,3,0,0,0,5,0,2,0
3,199.0,0.0,10,6,0,0,1,4,2,2,1
6,4.27,0.05,11,6,0,0,4,4,4,1,0
3,33.06,0.15,11,5,0,1,4,2,1,1,0
1,11.61,0.1,9,6,0,0,2,3,2,2,0
7,75.65,0.15,1,6,0,0,2,3,4,1,0
2,29.8,0.2,4,1,1,0,4,4,0,0,0
4,29.0,0.0,5,4,0,1,2,1,4,0,0
8,11.92,0.2,11,3,0,0,3,0,1,1,1
1,99.0,0.0,6,5,0,1,2,1,2,3,0
4,31.12,0.2,10,4,0,1,4,0,2,2,0
8,89.0,0.0,6,6,0,0,1,5,2,3,1
2,12.9,0.0,2,2,0,0,2,2,2,1,0
6,39.0,0.0,9,3,0,0,1,0,0,2,1
3,12.9,0.0,2,2,0,0,2,2,4,1,1
2,29.9,0.0,7,6,0,0,3,0,2,3,1
7,39.0,0.0,8,3,0,0,3,1,0,3,1
3,1499.0,0.0,6,1,0,0,0,2,0,3,0
6,62.1,0.1,2,4,0,1,3,4,0,1,1
1,7.5,0.0,2,4,0,1,4,0,2,1,0
8,199.0,0.0,7,4,0,1,1,3,3,3,1
8,33.15,0.15,1,0,0,0,1,1,4,1,1
2,89.0,0.0,8,3,0,0,3,0,1,3,1
7,113.05,0.05,4,2,0,0,1,1,0,0,1
7,265.05,0.05,7,2,0,0,1,0,0,3,1
6,12.9,0.0,3,6,0,0,2,3,4,0,0
7,129.0,0.0,1,1,0,0,1,1,3,1,1
6,2799.0,0.0,11,0,0,0,0,3,4,1,0
8,149.0,0.0,11,4,0,1,0,2,3,1,0
1,141.55,0.05,8,4,0,1,1,3,1,3,1
1,14.15,0.05,6,1,0,0,3,1,0,3,1
7,103.2,0.2,12,3,0,0,2,2,3,1,0
5,12.25,0.05,7,2,0,0,2,5,2,3,1
2,7.5,0.0,6,0,0,0,4,2,2,3,0
4,8.91,0.1,5,0,0,0,4,4,2,0,0
5,5.87,0.15,5,4,0,1,4,5,2,0,0
6,149.0,0.0,2,6,0,0,1,3,1,1,1
7,79.0,0.0,1,2,0,0,1,1,2,1,1
8,1299.0,0.0,12,1,0,0,0,3,2,1,0
2,46.55,0.05,12,0,0,0,3,1,3,1,1
4,69.0,0.0,2,1,0,0,2,2,0,1,1
4,103.2,0.2,12,5,0,1,2,2,1,1,1
5,44.0,0.0,12,4,0,1,3,1,0,1,1
7,299.0,0.0,8,3,0,0,0,2,0,3,0
7,24.9,0.0,9,4,0,1,3,2,3,2,1
8,14.15,0.05,6,6,0,0,3,0,4,3,1
3,46.55,0.05,12,6,0,0,2,4,3,1,0
8,6.9,0.0,12,2,0,0,4,3,4,1,0
1,2379.15,0.15,4,6,0,0,0,5,2,0,0
2,22.41,0.1,7,1,0,0,4,4,4,3,0
5,284.05,0.05,12,4,0,1,0,0,0,1,0
7,11.3,0.05,1,1,0,0,4,5,2,1,0
6,89.0,0.0,3,1,0,0,3,4,0,0,1
3,5499.0,0.0,12,2,0,0,0,3,2,1,0
4,38.9,0.0,5,0,0,0,4,2,0,0,0
5,47.84,0.0,10,2,1,0,3,3,1,2,1
6,29.9,0.0,5,4,0,1,3,3,2,0,1
4,24.12,0.15,9,3,1,0,4,3,2,2,0
8,9.9,0.0,5,6,0,0,4,2,2,0,0
2,38.9,0.0,10,4,0,1,4,3,2,2,0
3,12.9,0.0,1,1,0,0,4,0,3,1,0
4,379.05,0.05,5,2,0,0,2,4,4,0,1
2,189.05,0.05,6,2,0,0,1,3,1,3,1
6,399.0,0.0,9,6,0,0,2,3,3,2,1
7,14.15,0.05,8,6,0,0,4,0,2,3,0
3,80.1,0.1,8,4,0,1,0,1,1,3,0
6,7.5,0.0,6,4,0,1,4,0,2,3,0
1,2374.05,0.05,7,3,0,0,0,3,2,3,0
4,199.0,0.0,11,2,0,0,1,4,3,1,1
8,18.9,0.0,5,1,0,0,3,4,4,0,1
6,149.0,0.0,6,6,0,0,0,2,1,3,0
2,141.55,0.05,8,6,0,0,1,5,0,3,1
2,29.0,0.0,1,2,0,0,2,5,2,1,1
5,89.0,0.0,5,1,0,0,1,0,2,0,1
2,44.0,0.0,5,1,0,0,3,4,2,0,1
8,56.05,0.05,1,6,0,0,2,5,0,1,1
1,1039.2,0.2,10,0,0,0,0,3,2,2,0
8,14.9,0.0,11,0,0,0,3,0,4,1,1
4,49.0,0.0,4,1,0,0,0,4,3,0,0
7,4.5,0.0,1,6,0,0,4,2,2,1,0
6,107.1,0.1,9,6,0,0,1,0,4,2,1
5,141.55,0.05,4,4,0,1,0,0,2,0,0
5,2399.2,0.2,7,6,0,0,0,0,0,3,0
2,49.0,0.0,2,3,0,0,2,1,1,1,1
8,699.0,0.0,8,3,0,0,0,0,0,3,0
2,4.72,0.2,10,3,0,0,4,3,2,2,0
6,26.1,0.1,10,6,0,0,2,2,1,2,0
4,3.82,0.15,4,1,0,0,4,0,1,0,0
3,14.9,0.0,3,2,0,0,3,3,0,0,1
2,4674.15,0.15,1,1,0,0,0,4,3,1,0
6,23.2,0.2,6,2,0,0,2,3,1,3,0
5,89.0,0.0,4,6,0,0,1,5,2,0,1
2,69.0,0.0,4,3,0,0,2,2,2,0,0
1,62.1,0.1,9,0,0,0,3,4,2,2,1
4,269.1,0.1,2,2,0,0,0,1,1,1,0
5,89.1,0.1,11,2,0,0,1,2,2,1,1
8,23.92,0.2,3,0,0,0,3,4,4,0,0
1,26.91,0.1,6,1,0,0,3,1,0,3,0
8,169.15,0.15,8,4,0,1,1,4,3,3,1
7,113.05,0.05,6,6,0,0,1,4,3,3,1
1,41.65,0.15,2,0,0,0,3,3,3,1,1
6,166.43,0.15,9,1,1,0,2,2,2,2,1
6,71.2,0.2,2,3,0,0,1,3,3,1,1
7,359.1,0.1,5,4,0,1,2,2,2,0,0
3,265.05,0.05,10,3,0,0,1,4,2,2,1
3,27.55,0.05,5,2,0,0,2,3,0,0,0
5,284.05,0.05,1,0,0,0,0,1,0,1,0
5,35.01,0.1,5,3,0,0,4,5,1,0,0
7,103.2,0.2,4,5,0,1,2,2,4,0,0
5,49.0,0.0,8,3,0,0,1,4,3,3,1
7,26.91,0.1,5,4,0,1,3,1,0,0,1
1,719.2,0.2,10,3,0,0,0,5,1,2,0
4,2428.38,0.1,4,2,1,0,0,1,0,0,0
3,75.65,0.15,1,3,0,0,2,0,2,1,0
1,89.0,0.0,2,1,0,0,3,0,3,1,0
2,7.11,0.1,11,6,0,0,4,5,2,1,0
4,7.11,0.1,1,0,0,0,4,5,2,1,0
4,1104.15,0.15,3,6,0,0,0,4,2,0,0
3,65.55,0.05,5,1,0,0,3,5,2,0,1
7,9.4,0.05,4,0,0,0,4,4,2,0,0
1,39.2,0.2,1,3,0,0,0,5,2,1,0
6,379.05,0.05,5,2,0,0,2,1,2,0,0
7,11.92,0.2,1,2,0,0,3,5,0,1,1
4,899.0,0.0,12,6,0,0,0,4,4,1,0
2,198.0,0.0,3,4,1,1,2,2,0,0,1
2,279.0,0.0,8,0,0,0,1,0,0,3,1
3,37.05,0.05,8,5,0,1,3,1,2,3,0
1,52.52,0.1,10,6,1,0,4,4,3,2,0
4,24.9,0.0,5,1,0,0,3,1,0,0,1
1,2799.0,0.0,8,0,0,0,0,4,2,3,0
2,4949.1,0.1,2,2,0,0,0,2,4,1,0
8,122.55,0.05,4,0,0,0,1,1,2,0,1
4,7.5,0.0,11,4,0,1,4,4,1,1,0
5,14.9,0.0,7,4,0,1,3,0,1,3,1
2,11.9,0.0,2,3,0,0,4,1,2,1,0
3,39.6,0.1,6,2,0,0,3,0,4,3,0
4,1839.2,0.2,11,0,0,0,0,3,1,1,0
5,9.9,0.0,2,2,0,0,4,4,2,1,0
1,2799.0,0.0,9,0,0,0,0,3,0,2,0
1,25.41,0.15,2,3,0,0,3,2,2,1,1
5,71.1,0.1,12,6,0,0,1,0,2,1,1
8,199.0,0.0,10,2,0,0,1,2,2,2,1
1,41.65,0.15,10,1,0,0,2,0,2,2,0
5,31.2,0.2,4,1,0,0,2,1,2,0,1
1,1798.0,0.0,3,3,1,0,0,2,1,0,0
8,399.0,0.0,10,1,0,0,2,4,4,2,1
4,30.24,0.0,10,6,1,0,3,4,3,2,0
4,7.5,0.0,1,6,0,0,4,5,1,1,0
1,18.9,0.0,2,6,0,0,3,0,4,1,1
2,11.9,0.0,3,2,0,0,4,3,2,0,0
2,379.05,0.05,8,6,0,0,1,1,0,3,1
8,62.1,0.1,4,0,0,0,1,0,0,0,1
2,39.0,0.0,6,1,0,0,3,2,4,3,1
5,75.65,0.15,6,1,0,0,2,5,4,3,1
1,24.9,0.0,6,1,0,0,3,2,2,3,0
7,189.05,0.05,7,6,0,0,1,3,0,3,1
5,26.91,0.1,6,1,0,0,3,5,1,3,1
3,6.32,0.2,3,3,0,0,4,5,0,0,0
8,63.2,0.2,7,2,0,0,1,0,3,3,1
4,2249.1,0.1,8,1,0,0,0,5,0,3,0
8,80.1,0.1,1,6,0,0,1,1,2,1,1
3,699.0,0.0,11,1,0,0,0,0,3,1,0
8,70.56,0.2,12,0,1,0,0,2,0,1,0
8,39.0,0.0,4,4,0,1,3,1,1,0,1
1,279.0,0.0,1,2,0,0,1,1,2,1,1
7,126.65,0.15,6,2,0,0,0,2,2,3,0
5,17.91,0.1,5,4,0,1,3,1,2,0,1
4,129.0,0.0,8,2,0,0,2,4,2,3,0
4,116.1,0.1,3,4,0,1,1,1,0,0,1
8,41.8,0.05,6,2,0,0,3,1,3,3,1
4,319.2,0.2,12,2,0,0,2,4,0,1,1
3,6.9,0.0,4,2,0,0,4,3,4,0,0
1,5499.0,0.0,8,1,0,0,0,0,1,3,0
4,52.9,0.0,6,2,0,0,4,4,0,3,0
7,2799.0,0.0,12,1,0,0,0,0,2,1,0
5,99.0,0.0,3,1,0,0,2,3,2,0,1
5,12.9,0.0,1,1,0,0,4,1,1,1,0
2,3799.05,0.05,7,6,0,0,0,3,4,3,0
6,46.55,0.05,11,0,0,0,1,2,2,1,1
5,28.4,0.05,8,1,0,0,3,5,2,3,1
2,99.0,0.0,5,1,0,0,1,5,3,0,1
7,49.0,0.0,4,0,0,0,3,0,2,0,1
4,279.0,0.0,10,2,0,0,1,4,3,2,1
2,49.0,0.0,3,3,0,0,3,2,0,0,1
2,11.9,0.0,5,6,0,0,4,5,4,0,0
8,44.1,0.1,1,3,0,0,3,5,0,1,1
8,2239.2,0.2,12,4,0,1,0,1,4,1,0
2,3999.0,0.0,12,6,0,0,0,3,2,1,0
7,1299.0,0.0,5,1,0,0,0,3,1,0,0
5,6.71,0.15,9,6,0,0,4,1,2,2,0
2,41.65,0.15,5,2,0,0,2,0,2,0,0
8,129.0,0.0,2,3,0,0,2,2,1,1,0
1,5.61,0.05,7,4,0,1,4,4,4,3,0
2,52.9,0.0,11,4,0,1,4,0,2,1,0
3,594.15,0.15,1,2,0,0,0,5,2,1,0
1,12.9,0.0,1,4,0,1,4,0,2,1,0
4,37.4,0.15,9,2,0,0,3,2,2,2,1
5,99.0,0.0,12,1,0,0,2,2,2,1,0
8,44.1,0.1,2,3,0,0,3,0,2,1,1
5,7.9,0.0,6,1,0,0,4,5,2,3,0
1,764.15,0.15,7,0,0,0,0,3,4,3,0
7,2499.0,0.0,9,6,0,0,0,0,2,2,0
6,227.97,0.15,12,1,1,0,0,3,3,1,0
8,10.96,0.15,7,4,0,1,2,3,3,3,1
6,2659.05,0.05,10,0,0,0,0,2,2,2,0
8,46.55,0.05,9,3,0,0,3,0,3,2,1
4,11.61,0.1,2,2,0,0,4,3,3,1,0
1,11.92,0.2,7,3,0,0,3,1,0,3,1
7,12.66,0.15,7,5,0,1,4,2,2,3,0
7,13.41,0.1,2,1,0,0,3,4,4,1,1
5,339.15,0.15,1,0,0,0,2,2,4,1,1
2,9.52,0.2,8,4,0,1,4,0,4,3,0
3,5.61,0.05,12,6,0,0,4,5,2,1,0
5,29.0,0.0,12,0,0,0,2,4,0,1,1
1,136.62,0.1,9,6,1,0,1,3,4,2,1
6,899.0,0.0,12,5,0,1,0,1,3,1,0
6,2299.0,0.0,11,0,0,0,0,3,2,1,0
4,113.05,0.05,7,3,0,0,1,0,0,3,1
2,89.0,0.0,6,3,0,0,1,1,3,3,1
8,15.92,0.2,12,4,0,1,3,1,1,1,1
3,26.1,0.1,12,2,0,0,2,4,4,1,0
8,49.0,0.0,5,6,0,0,0,4,1,0,0
5,49.0,0.0,4,1,0,0,0,5,2,0,0
2,149.0,0.0,6,3,0,0,1,5,0,3,1
6,19.9,0.0,8,3,0,0,3,0,2,3,1
7,41.65,0.15,11,2,0,0,0,1,2,1,0
2,19.9,0.0,5,1,0,0,3,4,1,0,1
1,5542.02,0.1,9,6,1,0,0,0,0,2,0
5,56.05,0.05,12,2,0,0,2,5,2,1,1
8,44.0,0.0,6,0,0,0,3,2,2,3,1
4,1954.15,0.15,7,0,0,0,0,2,2,3,0
2,73.91,0.05,3,4,1,1,4,2,0,0,0
4,7.5,0.0,6,4,0,1,4,0,0,3,0
5,79.0,0.0,10,2,0,0,1,3,4,2,1
1,6.71,0.15,5,3,0,0,4,0,0,0,0
1,24.65,0.15,2,6,0,0,2,4,2,1,1
7,6.55,0.05,11,0,0,0,4,5,0,1,0
7,12.9,0.0,4,4,0,1,2,0,3,0,0
6,107.1,0.1,7,1,0,0,1,3,1,3,1
6,63.2,0.2,10,1,0,0,1,2,2,2,1
4,1169.1,0.1,8,1,0,0,0,5,2,3,0
3,1499.0,0.0,10,6,0,0,0,4,1,2,0
2,14.9,0.0,5,4,0,1,4,1,2,0,0
3,7.5,0.05,12,6,0,0,4,3,1,1,0
7,2659.05,0.05,5,6,0,0,0,0,2,0,0
5,39.0,0.0,7,0,0,0,1,5,0,3,1
5,2519.1,0.1,11,0,0,0,0,0,3,1,0
8,1299.0,0.0,5,2,0,0,0,3,0,0,0
6,159.2,0.2,4,4,0,1,1,2,2,0,1
1,129.0,0.0,9,3,0,0,1,4,4,2,1
8,39.2,0.2,4,4,0,1,3,3,0,0,1
5,80.1,0.1,8,2,0,0,3,3,2,3,1
6,14.9,0.0,6,3,0,0,3,1,3,3,1
2,126.65,0.15,2,0,0,0,1,1,0,1,1
5,95.2,0.2,7,3,0,0,1,0,1,3,1
5,31.12,0.2,1,3,0,0,4,3,2,1,0
6,49.0,0.0,11,2,0,0,3,1,4,1,1
8,7.92,0.2,6,3,0,0,4,5,3,3,0
5,206.91,0.05,9,3,1,0,1,1,3,2,1
3,1839.2,0.2,7,5,0,1,0,2,0,3,0
1,149.0,0.0,12,1,0,0,0,5,4,1,0
1,319.2,0.2,9,2,0,0,2,5,0,2,1
4,69.0,0.0,10,4,0,1,2,3,2,2,1
3,23.2,0.2,9,6,0,0,2,1,2,2,0
3,189.05,0.05,6,2,0,0,1,3,1,3,1
7,2374.05,0.05,1,0,0,0,0,2,0,1,0
7,179.1,0.1,10,4,0,1,1,5,1,2,1
6,399.0,0.0,11,2,0,0,1,3,2,1,1
5,11.9,0.0,5,2,0,0,4,0,0,0,0
6,99.0,0.0,5,4,0,1,2,3,1,0,0
4,6.21,0.1,9,4,0,1,4,0,0,2,0
2,44.1,0.1,11,1,0,0,2,3,2,1,0
5,44.1,0.1,9,2,0,0,2,4,2,2,0
8,13.41,0.1,3,1,0,0,3,0,3,0,1
7,59.0,0.0,11,1,0,0,2,2,0,1,1
3,89.0,0.0,10,3,0,0,1,5,0,2,1
3,11.9,0.0,12,2,0,0,4,2,4,1,0
1,149.0,0.0,1,6,0,0,2,4,2,1,1
7,15.18,0.0,9,3,1,0,4,4,1,2,0
6,5.9,0.0,8,1,0,0,4,1,0,3,0
1,2849.05,0.05,3,2,0,0,0,0,2,0,0
6,122.55,0.05,1,6,0,0,2,0,1,1,0
1,23.92,0.2,8,2,0,0,3,2,2,3,1
3,8.46,0.05,9,6,0,0,4,5,4,2,0
3,254.15,0.15,2,1,0,0,0,4,2,1,0
4,103.2,0.2,2,1,0,0,1,1,2,1,1
3,4.5,0.0,12,4,0,1,4,0,4,1,0
7,49.0,0.0,5,5,0,1,2,5,3,0,1
2,1499.0,0.0,5,2,0,0,0,3,3,0,0
1,319.2,0.2,12,4,0,1,2,5,3,1,1
4,37.05,0.05,3,6,0,0,2,0,0,0,0
4,24.9,0.0,9,4,0,1,3,4,3,2,1
1,19.9,0.0,4,6,0,0,3,3,4,0,0
3,21.16,0.15,2,3,0,0,3,0,0,1,1
6,75.65,0.15,7,0,0,0,2,4,2,3,1
3,6.71,0.15,2,4,0,1,4,1,0,1,0
6,1234.05,0.05,5,0,0,0,0,3,0,0,0
4,39.0,0.0,7,5,0,1,1,1,3,3,1
3,2299.0,0.0,7,1,0,0,0,5,0,3,0
6,24.9,0.0,8,1,0,0,3,2,0,3,1
2,69.0,0.0,10,3,0,0,3,2,2,2,1
7,39.0,0.0,9,0,0,0,2,2,2,2,1
3,35.1,0.1,6,3,0,0,2,3,1,3,0
6,58.65,0.15,12,3,0,0,2,1,2,1,1
5,8.01,0.1,7,2,0,0,4,2,0,3,0
8,95.2,0.2,8,3,0,0,1,1,2,3,1
7,7.9,0.0,4,3,0,0,4,0,4,0,0
2,10.96,0.15,11,1,0,0,4,1,2,1,0
4,399.0,0.0,1,1,0,0,2,3,3,1,1
7,71.2,0.2,3,4,0,1,1,1,3,0,1
3,25.41,0.15,2,1,0,0,3,5,4,1,1
6,58.65,0.15,7,1,0,0,2,0,2,3,1
1,41.8,0.05,4,6,0,0,3,5,1,0,1
4,3599.1,0.1,10,3,0,0,0,1,2,2,0
7,9.4,0.05,7,0,0,0,4,4,2,3,0
4,50.15,0.15,9,1,0,0,2,4,1,2,1
7,89.0,0.0,6,3,0,0,1,3,2,3,1
7,12.66,0.15,7,2,0,0,3,5,0,3,1
8,46.55,0.05,10,0,0,0,0,3,3,2,0
4,12.9,0.0,3,4,0,1,2,3,1,0,0
6,24.9,0.0,3,3,0,0,3,1,2,0,1
4,37.4,0.15,5,1,0,0,3,2,4,0,1
2,44.0,0.0,4,2,0,0,3,3,0,0,0
3,2299.0,0.0,7,2,0,0,0,2,2,3,0
6,7.11,0.1,7,2,0,0,4,2,3,3,0
8,79.2,0.2,7,1,0,0,2,3,0,3,0
1,9.9,0.0,1,3,0,0,4,5,2,1,0
7,18.9,0.05,7,4,0,1,3,2,2,3,1
7,71.2,0.2,4,3,0,0,2,3,0,0,1
5,9.9,0.0,4,4,0,1,4,2,4,0,0
7,14.15,0.05,3,2,0,0,3,2,2,0,1
1,3999.0,0.0,5,3,0,0,0,4,3,0,0
3,14.9,0.0,8,4,0,1,3,1,2,3,1
6,17.01,0.1,5,3,0,0,3,5,2,0,1
3,5.02,0.15,9,3,0,0,4,1,4,2,0
1,58.65,0.15,8,2,0,0,1,4,2,3,1
8,126.65,0.15,4,3,0,0,0,4,0,0,0
7,55.2,0.2,5,1,0,0,2,0,3,0,0
4,23.92,0.2,12,0,0,0,3,1,4,1,1
8,134.1,0.1,9,2,0,0,0,1,2,2,0
4,93.1,0.0,3,3,1,0,1,0,3,0,1
3,2379.15,0.15,12,1,0,0,0,2,2,1,0
7,119.2,0.2,2,3,0,0,2,2,0,1,0
2,2799.0,0.0,2,3,0,0,0,2,2,1,0
4,65.78,0.0,9,0,1,0,3,5,3,2,1
6,37.05,0.05,8,3,0,0,3,0,2,3,1
3,58.65,0.15,7,0,0,0,2,0,1,3,1
8,88.2,0.0,4,2,1,0,3,4,2,0,1
1,69.0,0.0,3,3,0,0,3,2,1,0,1
8,399.0,0.0,5,6,0,0,2,0,2,0,0
6,399.0,0.0,12,2,0,0,2,2,2,1,1
7,27.55,0.05,8,6,0,0,2,4,2,3,1
5,12.9,0.0,6,2,0,0,4,3,0,3,0
5,719.2,0.2,4,4,0,1,0,3,3,0,0
3,41.65,0.15,9,4,0,1,3,2,0,2,1
2,19.92,0.2,5,2,0,0,3,2,0,0,1
7,12.25,0.05,12,0,0,0,4,5,1,1,0
7,37.05,0.05,12,3,0,0,2,3,2,1,1
1,13.41,0.1,3,3,0,0,4,3,0,0,0
4,1499.0,0.0,2,6,0,0,0,1,3,1,0
6,13.41,0.1,6,4,0,1,4,1,1,3,0
4,101.15,0.15,5,0,0,0,1,4,2,0,1
5,62.1,0.1,5,1,0,0,3,4,4,0,0
6,399.0,0.0,1,6,0,0,1,3,2,1,1
3,27.55,0.05,10,2,0,0,2,3,4,2,0
3,7.9,0.0,1,6,0,0,4,2,3,1,0
7,55.2,0.2,10,1,0,0,2,5,3,2,0
5,46.55,0.05,11,2,0,0,2,1,4,1,0
4,2379.15,0.15,5,6,0,0,0,4,0,0,0
